Average Academic score(%),Hours working per day,hackathons,coding skills rating,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Suggested Job Role
77.57142857,5,1,1,no,no,yes,information security,database security,no,networks,cloud computing,job,product development,no,yes,Satire,Management,hard worker,no,Data Architect
77.57142857,9,5,7,yes,yes,no,r programming,web technologies,no,hacking,Business process analyst,job,Cloud Services,no,no,Self help,Technical,hard worker,yes,Technical Engineer
75.14285714,12,6,3,no,no,no,information security,system designing,no,programming,testing,job,Sales and Marketing,no,no,Guide,Technical,hard worker,no,Design & UX
79.85714286,8,1,9,yes,no,no,app development,system designing,no,parallel computing,developer,higherstudies,Sales and Marketing,no,no,Science,Technical,hard worker,no,Project Manager
79.71428571,11,2,9,yes,no,no,r programming,database security,no,Software Engineering,security,job,Product based,yes,no,Series,Management,smart worker,yes,E-Commerce Analyst
78,11,1,6,no,no,no,machine learning,game development,no,cloud computing,system developer,higherstudies,Web Services,no,no,History,Management,smart worker,yes,CRM Technical Developer
75.71428571,4,1,6,yes,no,no,r programming,database security,no,Computer Architecture,system developer,higherstudies,Product based,yes,no,Cookbooks,Management,hard worker,yes,CRM Business Analyst
74.85714286,10,3,6,no,no,yes,hadoop,testing,yes,networks,system developer,job,Finance,no,yes,Diaries,Management,hard worker,no,Mobile Applications Developer
82.71428571,7,6,6,no,yes,yes,app development,data science,no,hacking,Business process analyst,job,Service Based,yes,yes,Dictionaries,Technical,hard worker,yes,Database Manager
76.14285714,5,2,9,no,yes,no,r programming,cloud computing,no,networks,security,higherstudies,Cloud Services,no,yes,Mystery,Technical,smart worker,no,Design & UX
74.57142857,12,5,8,no,yes,yes,distro making,game development,no,cloud computing,developer,job,Product based,yes,yes,Childrens,Management,smart worker,yes,Solutions Architect
78,11,6,4,yes,yes,yes,hadoop,system designing,no,Software Engineering,Business process analyst,higherstudies,BPA,yes,no,Guide,Technical,smart worker,no,CRM Technical Developer
75.42857143,6,1,1,no,no,yes,hadoop,data science,no,IOT,testing,higherstudies,Sales and Marketing,yes,yes,Self help,Technical,smart worker,yes,UX Designer
74.42857143,6,4,8,yes,yes,yes,information security,testing,no,Computer Architecture,system developer,job,Service Based,yes,yes,Self help,Management,smart worker,no,Design & UX
77.28571429,4,5,4,no,yes,no,python,data science,yes,parallel computing,testing,job,Finance,no,yes,Health,Technical,hard worker,yes,Mobile Applications Developer
77,9,5,7,yes,no,yes,python,cloud computing,no,networks,Business process analyst,higherstudies,Testing and Maintainance Services,yes,no,Anthology,Technical,smart worker,yes,Quality Assurance Associate
76.57142857,11,1,4,yes,yes,no,python,web technologies,no,cloud computing,security,higherstudies,Product based,yes,yes,Autobiographies,Technical,hard worker,no,Software Developer
82.28571429,7,1,2,yes,no,no,distro making,testing,no,hacking,security,higherstudies,Service Based,no,no,Horror,Management,smart worker,no,Database Administrator
76.71428571,7,3,3,no,no,yes,r programming,testing,no,programming,cloud computing,job,Testing and Maintainance Services,yes,no,Travel,Management,hard worker,no,Database Administrator
80,8,4,9,no,yes,yes,python,database security,yes,networks,Business process analyst,higherstudies,Service Based,yes,no,Cookbooks,Technical,hard worker,no,Applications Developer
73.42857143,8,1,7,no,no,no,distro making,cloud computing,yes,IOT,testing,higherstudies,Cloud Services,no,yes,Dictionaries,Management,smart worker,no,Mobile Applications Developer
73.85714286,10,2,3,yes,no,yes,r programming,hacking,yes,IOT,system developer,job,BPA,no,yes,Childrens,Management,smart worker,no,Information Security Analyst
77.14285714,6,0,1,yes,yes,yes,information security,hacking,yes,cloud computing,system developer,higherstudies,Product based,no,yes,Health,Management,hard worker,yes,Software Quality Assurance (QA) / Testing
74.57142857,10,0,2,no,yes,no,shell programming,game development,yes,hacking,security,higherstudies,SAaS services,no,no,Fantasy,Technical,smart worker,yes,CRM Business Analyst
78.14285714,9,4,8,yes,no,no,full stack,data science,no,parallel computing,Business process analyst,job,BPA,yes,no,Self help,Technical,hard worker,no,Programmer Analyst
75,12,0,6,no,no,no,full stack,web technologies,no,Computer Architecture,system developer,job,Service Based,no,no,Trilogy,Management,smart worker,no,Information Security Analyst
76.28571429,9,2,8,no,yes,no,full stack,system designing,no,programming,Business process analyst,job,Cloud Services,no,yes,Guide,Technical,hard worker,no,Applications Developer
72.85714286,7,6,4,no,no,yes,hadoop,hacking,no,programming,Business process analyst,job,Finance,yes,yes,Series,Management,hard worker,yes,Network Security Engineer
85.28571429,12,2,5,no,no,no,shell programming,system designing,no,hacking,system developer,higherstudies,BPA,no,no,Health,Technical,hard worker,yes,Software Systems Engineer
78.71428571,10,6,8,no,no,yes,shell programming,database security,yes,networks,testing,higherstudies,product development,yes,yes,Math,Technical,smart worker,yes,CRM Business Analyst
74.14285714,6,1,4,yes,yes,yes,shell programming,database security,no,hacking,security,higherstudies,Cloud Services,yes,yes,Mystery,Management,smart worker,no,Database Developer
77,9,0,2,yes,yes,yes,distro making,system designing,yes,programming,security,higherstudies,Product based,no,no,Journals,Management,hard worker,no,Project Manager
83,10,6,3,no,no,no,shell programming,web technologies,no,Software Engineering,Business process analyst,job,BPA,no,yes,Prayer books,Management,hard worker,yes,Software Systems Engineer
75.42857143,12,3,1,no,yes,no,app development,cloud computing,no,cloud computing,security,higherstudies,Finance,yes,yes,Romance,Technical,hard worker,no,Software Quality Assurance (QA) / Testing
73.14285714,4,5,2,yes,yes,yes,r programming,testing,yes,programming,testing,higherstudies,product development,yes,no,Guide,Technical,hard worker,yes,UX Designer
79.42857143,4,4,8,yes,no,no,information security,system designing,no,IOT,Business process analyst,higherstudies,Finance,yes,yes,Anthology,Management,smart worker,yes,Software Developer
81.71428571,6,2,7,no,no,no,app development,data science,no,Management,testing,higherstudies,Testing and Maintainance Services,no,yes,Math,Technical,smart worker,yes,Network Security Administrator
82,4,1,5,no,yes,no,distro making,hacking,no,Computer Architecture,developer,job,Finance,yes,no,Guide,Management,smart worker,yes,Network Security Engineer
72.42857143,12,0,8,no,no,yes,machine learning,game development,no,Computer Architecture,developer,higherstudies,BPA,yes,no,Mystery,Technical,hard worker,yes,CRM Technical Developer
77.42857143,9,0,5,no,yes,no,r programming,game development,no,hacking,system developer,higherstudies,Web Services,no,yes,Health,Management,smart worker,yes,Mobile Applications Developer
76.28571429,8,6,4,no,no,yes,hadoop,web technologies,no,networks,testing,job,Testing and Maintainance Services,no,no,Science,Management,smart worker,no,Programmer Analyst
78.85714286,10,6,3,no,yes,yes,hadoop,database security,yes,data engineering,security,job,Product based,no,no,Mystery,Management,smart worker,no,Information Technology Auditor
74.57142857,6,3,2,no,yes,no,r programming,testing,yes,data engineering,testing,higherstudies,Web Services,yes,yes,Art,Technical,hard worker,yes,Portal Administrator
74.28571429,5,2,9,no,yes,yes,machine learning,data science,no,Software Engineering,cloud computing,job,Cloud Services,no,no,Poetry,Management,hard worker,yes,Systems Security Administrator
77.28571429,11,1,4,no,no,yes,app development,cloud computing,no,Computer Architecture,cloud computing,job,SAaS services,yes,no,Science,Management,hard worker,yes,Network Security Administrator
78.42857143,12,0,9,no,yes,yes,shell programming,game development,yes,programming,developer,higherstudies,Finance,yes,yes,Dictionaries,Technical,smart worker,yes,Technical Engineer
79.14285714,7,0,6,no,no,yes,r programming,testing,yes,Computer Architecture,developer,higherstudies,Service Based,yes,no,Satire,Technical,smart worker,no,Mobile Applications Developer
75.14285714,12,5,8,yes,yes,no,distro making,web technologies,no,hacking,security,job,Product based,no,no,Travel,Technical,smart worker,no,Business Intelligence Analyst
77,4,3,5,no,no,no,distro making,testing,yes,networks,developer,higherstudies,Service Based,yes,no,Cookbooks,Management,smart worker,no,Project Manager
76.42857143,12,3,9,no,no,yes,shell programming,system designing,yes,cloud computing,cloud computing,job,Testing and Maintainance Services,yes,yes,Art,Management,smart worker,no,Programmer Analyst
71.42857143,8,3,6,yes,yes,yes,machine learning,game development,no,networks,developer,job,Finance,yes,no,Childrens,Management,smart worker,no,Web Developer
75.71428571,4,2,5,no,yes,yes,machine learning,database security,yes,Computer Architecture,Business process analyst,higherstudies,BPA,no,no,Art,Management,smart worker,yes,Software Quality Assurance (QA) / Testing
77,7,1,8,no,yes,yes,shell programming,testing,no,cloud computing,developer,higherstudies,Product based,yes,yes,Romance,Management,smart worker,no,Business Systems Analyst
73,12,6,5,yes,yes,no,distro making,system designing,no,programming,cloud computing,higherstudies,Cloud Services,no,yes,Satire,Management,smart worker,no,Technical Support
79.57142857,11,5,2,yes,yes,yes,machine learning,hacking,yes,programming,system developer,higherstudies,Finance,yes,yes,Mystery,Technical,hard worker,yes,Design & UX
80.85714286,4,5,3,yes,no,no,r programming,cloud computing,yes,parallel computing,system developer,higherstudies,Cloud Services,yes,yes,Comics,Technical,smart worker,yes,Network Security Administrator
75.71428571,9,1,7,yes,no,yes,hadoop,cloud computing,no,programming,testing,higherstudies,Cloud Services,no,yes,Religion-Spirituality,Management,hard worker,yes,Network Engineer
77.85714286,7,3,5,yes,no,yes,shell programming,testing,yes,programming,cloud computing,job,Service Based,no,yes,Religion-Spirituality,Management,smart worker,yes,Software Quality Assurance (QA) / Testing
76.85714286,7,2,3,yes,yes,no,shell programming,game development,yes,networks,developer,higherstudies,Cloud Services,no,no,Science fiction,Technical,hard worker,no,Network Security Engineer
76.57142857,5,1,6,yes,no,no,full stack,testing,yes,data engineering,Business process analyst,higherstudies,Product based,yes,no,Diaries,Technical,smart worker,yes,Solutions Architect
73,9,6,9,no,yes,no,app development,testing,no,Management,testing,job,product development,yes,yes,Cookbooks,Technical,smart worker,no,Applications Developer
79.14285714,11,5,7,no,no,no,information security,web technologies,no,hacking,Business process analyst,higherstudies,BPA,no,yes,Guide,Management,smart worker,yes,Technical Engineer
75.57142857,10,1,1,yes,yes,yes,r programming,web technologies,yes,Software Engineering,testing,higherstudies,BPA,no,yes,Action and Adventure,Technical,hard worker,no,Network Engineer
77.42857143,8,3,1,yes,no,no,r programming,hacking,no,Management,cloud computing,job,Service Based,no,no,Mystery,Technical,smart worker,no,Software Engineer
80.14285714,7,5,5,no,no,yes,machine learning,testing,no,Management,Business process analyst,higherstudies,Service Based,yes,no,Health,Management,hard worker,no,Software Quality Assurance (QA) / Testing
78.57142857,5,3,8,no,no,no,information security,testing,yes,cloud computing,cloud computing,higherstudies,BPA,no,yes,Horror,Technical,hard worker,no,Solutions Architect
81.71428571,11,3,9,yes,no,no,distro making,data science,yes,hacking,Business process analyst,higherstudies,Web Services,no,yes,Self help,Technical,smart worker,no,Software Developer
70.71428571,5,1,7,no,no,no,python,web technologies,yes,IOT,security,job,Product based,yes,no,Autobiographies,Management,hard worker,no,Technical Engineer
78.14285714,11,2,3,no,no,yes,python,cloud computing,no,networks,security,job,product development,yes,yes,Health,Technical,hard worker,yes,UX Designer
79.28571429,11,0,2,yes,no,yes,shell programming,database security,yes,Management,testing,higherstudies,product development,no,yes,Journals,Technical,hard worker,no,Technical Engineer
73.85714286,7,1,1,no,yes,yes,shell programming,database security,no,IOT,system developer,higherstudies,Service Based,yes,no,Comics,Technical,smart worker,yes,Database Administrator
77.14285714,9,5,7,yes,no,yes,python,web technologies,no,parallel computing,testing,job,Product based,yes,no,Poetry,Technical,hard worker,yes,Applications Developer
76.57142857,10,1,6,yes,no,no,machine learning,cloud computing,no,cloud computing,Business process analyst,higherstudies,product development,no,yes,Comics,Management,hard worker,yes,Business Systems Analyst
77,11,3,6,no,yes,yes,full stack,system designing,yes,cloud computing,developer,job,product development,yes,no,Biographies,Technical,smart worker,no,CRM Technical Developer
69.71428571,4,1,1,no,no,no,shell programming,database security,yes,programming,security,job,SAaS services,no,no,Science fiction,Management,smart worker,yes,Software Quality Assurance (QA) / Testing
80.14285714,12,3,9,no,yes,no,app development,web technologies,no,Computer Architecture,cloud computing,higherstudies,Product based,no,yes,Dictionaries,Management,hard worker,no,CRM Technical Developer
77,9,1,8,yes,no,no,hadoop,web technologies,yes,data engineering,developer,higherstudies,Product based,no,no,Romance,Management,hard worker,no,Information Technology Manager
71.71428571,7,0,5,no,no,yes,python,game development,yes,programming,Business process analyst,job,Service Based,yes,yes,Horror,Technical,hard worker,no,UX Designer
79.85714286,8,6,7,yes,yes,no,information security,game development,no,IOT,testing,job,Service Based,no,yes,History,Management,smart worker,yes,Quality Assurance Associate
71.42857143,7,5,8,yes,no,yes,hadoop,testing,yes,data engineering,cloud computing,job,SAaS services,no,no,Mystery,Management,smart worker,no,Mobile Applications Developer
80.28571429,11,4,6,no,no,yes,distro making,game development,yes,Computer Architecture,Business process analyst,higherstudies,Sales and Marketing,no,no,Math,Management,smart worker,no,Database Developer
77.71428571,10,1,4,yes,no,yes,distro making,hacking,no,networks,security,job,Cloud Services,yes,yes,Horror,Management,smart worker,no,E-Commerce Analyst
78.85714286,7,1,8,no,yes,no,app development,database security,no,Software Engineering,testing,higherstudies,BPA,no,yes,Series,Management,smart worker,yes,Network Security Administrator
78.42857143,4,6,3,no,no,no,app development,hacking,no,IOT,developer,higherstudies,Testing and Maintainance Services,no,yes,Guide,Technical,hard worker,no,Software Developer
75.28571429,5,4,9,yes,no,no,full stack,database security,yes,hacking,Business process analyst,job,BPA,yes,yes,Health,Management,smart worker,yes,Network Security Engineer
85.28571429,12,5,4,no,no,yes,hadoop,testing,yes,parallel computing,developer,job,Finance,yes,no,Dictionaries,Technical,hard worker,no,Software Quality Assurance (QA) / Testing
74.28571429,10,4,4,yes,yes,no,hadoop,cloud computing,no,parallel computing,Business process analyst,higherstudies,Product based,yes,no,Biographies,Technical,hard worker,no,Technical Support
79.71428571,6,4,5,yes,yes,no,r programming,system designing,no,cloud computing,cloud computing,job,Product based,no,yes,Guide,Management,smart worker,yes,Portal Administrator
79.57142857,9,0,8,no,yes,yes,distro making,cloud computing,no,parallel computing,system developer,job,BPA,yes,no,Science fiction,Technical,hard worker,yes,Web Developer
82.28571429,12,1,9,no,yes,yes,app development,data science,no,Management,security,job,Web Services,no,no,Romance,Technical,hard worker,no,Systems Analyst
74.28571429,7,4,6,yes,yes,yes,full stack,web technologies,no,Management,system developer,higherstudies,Web Services,yes,no,Cookbooks,Management,hard worker,no,UX Designer
75,12,1,9,yes,no,no,app development,data science,no,cloud computing,testing,higherstudies,Cloud Services,no,no,Drama,Technical,smart worker,no,UX Designer
76.85714286,4,0,5,yes,yes,no,full stack,cloud computing,no,networks,developer,job,Web Services,no,no,History,Management,smart worker,yes,Web Developer
78.14285714,8,2,6,no,yes,no,r programming,cloud computing,no,Computer Architecture,system developer,job,Product based,yes,yes,Series,Technical,hard worker,no,Software Quality Assurance (QA) / Testing
74.28571429,11,2,9,yes,no,no,full stack,testing,yes,parallel computing,Business process analyst,job,Product based,no,yes,Diaries,Technical,smart worker,no,Data Architect
82.85714286,8,5,5,yes,yes,yes,shell programming,game development,yes,programming,Business process analyst,higherstudies,SAaS services,yes,no,Travel,Technical,smart worker,yes,CRM Technical Developer
75.57142857,11,3,5,no,no,yes,full stack,testing,yes,Management,system developer,job,Testing and Maintainance Services,no,yes,History,Technical,hard worker,yes,Technical Support
78.42857143,12,4,2,no,no,yes,python,testing,no,Software Engineering,cloud computing,higherstudies,SAaS services,no,yes,Science,Technical,hard worker,no,Project Manager
81,11,6,2,no,yes,no,r programming,cloud computing,no,Computer Architecture,security,job,Service Based,no,no,Romance,Management,hard worker,no,Data Architect
76.57142857,5,6,1,yes,yes,no,shell programming,hacking,no,hacking,cloud computing,job,product development,no,no,Series,Technical,hard worker,yes,Technical Support
74.28571429,11,6,2,yes,yes,no,r programming,game development,no,parallel computing,security,higherstudies,Finance,no,no,Poetry,Management,smart worker,no,Network Engineer
82,8,4,4,yes,no,no,information security,database security,yes,Software Engineering,cloud computing,higherstudies,Product based,no,no,Poetry,Technical,smart worker,yes,Network Security Administrator
84,8,2,6,no,no,yes,python,web technologies,yes,hacking,cloud computing,job,Sales and Marketing,no,yes,Satire,Technical,hard worker,yes,Programmer Analyst
75.71428571,9,1,7,yes,no,yes,python,data science,no,hacking,system developer,job,SAaS services,no,no,Encyclopedias,Management,hard worker,no,Database Administrator
76.42857143,10,4,4,yes,yes,yes,r programming,testing,yes,Computer Architecture,Business process analyst,job,SAaS services,yes,yes,Horror,Technical,smart worker,yes,Design & UX
80.42857143,12,2,1,no,no,yes,app development,web technologies,yes,networks,testing,job,Sales and Marketing,no,no,Health,Technical,smart worker,no,Database Administrator
76.71428571,7,6,4,no,yes,no,python,web technologies,yes,programming,Business process analyst,higherstudies,Testing and Maintainance Services,no,no,Satire,Management,smart worker,no,Database Developer
78.14285714,8,6,9,no,no,no,machine learning,system designing,yes,Computer Architecture,system developer,higherstudies,SAaS services,no,yes,Science,Technical,hard worker,yes,Software Systems Engineer
77.28571429,10,4,3,no,yes,yes,information security,cloud computing,no,parallel computing,testing,job,Testing and Maintainance Services,yes,no,Anthology,Technical,hard worker,yes,Software Systems Engineer
78.57142857,7,6,1,no,yes,no,full stack,hacking,no,programming,cloud computing,job,Sales and Marketing,yes,yes,Travel,Technical,smart worker,no,Database Manager
85,6,5,9,yes,yes,no,distro making,hacking,no,Management,Business process analyst,job,SAaS services,yes,no,Self help,Technical,smart worker,no,Systems Analyst
77.42857143,7,1,2,no,no,yes,distro making,data science,yes,data engineering,system developer,job,BPA,no,no,Mystery,Technical,smart worker,yes,Programmer Analyst
79.28571429,7,0,2,no,no,yes,distro making,system designing,no,IOT,cloud computing,job,SAaS services,yes,no,Autobiographies,Management,smart worker,yes,Business Intelligence Analyst
78.85714286,8,5,9,no,yes,no,r programming,cloud computing,yes,networks,system developer,higherstudies,SAaS services,no,yes,Action and Adventure,Management,hard worker,yes,Network Security Administrator
74.28571429,10,6,3,yes,yes,no,hadoop,game development,yes,Software Engineering,cloud computing,job,Web Services,no,no,Prayer books,Technical,hard worker,yes,Network Security Engineer
79.71428571,4,4,7,yes,yes,no,app development,cloud computing,no,hacking,Business process analyst,higherstudies,SAaS services,no,no,Comics,Technical,hard worker,no,Web Developer
77.71428571,11,3,3,no,yes,no,machine learning,testing,yes,Management,Business process analyst,job,Sales and Marketing,yes,no,Childrens,Technical,smart worker,no,Database Developer
79.14285714,5,4,4,no,yes,yes,shell programming,game development,no,cloud computing,system developer,job,Web Services,no,yes,Self help,Management,hard worker,no,Technical Support
79.71428571,9,6,1,yes,yes,no,distro making,testing,yes,Software Engineering,testing,higherstudies,Web Services,no,no,Comics,Management,smart worker,yes,Systems Security Administrator
83.71428571,8,0,8,no,yes,yes,r programming,database security,yes,Management,system developer,higherstudies,Testing and Maintainance Services,no,no,Action and Adventure,Management,smart worker,no,Technical Engineer
70.57142857,6,4,2,no,no,no,machine learning,testing,no,cloud computing,system developer,higherstudies,BPA,no,no,Prayer books,Management,smart worker,yes,Network Security Administrator
79.42857143,11,1,4,no,yes,no,hadoop,cloud computing,no,programming,cloud computing,job,Product based,yes,no,Religion-Spirituality,Management,smart worker,yes,Systems Analyst
80.71428571,6,0,4,yes,yes,no,r programming,cloud computing,no,IOT,cloud computing,higherstudies,Service Based,yes,no,Journals,Management,hard worker,no,Network Security Administrator
73.14285714,9,2,2,no,yes,yes,shell programming,cloud computing,no,data engineering,developer,job,product development,yes,yes,Dictionaries,Management,hard worker,yes,Software Quality Assurance (QA) / Testing
76.57142857,8,3,2,no,no,yes,information security,system designing,yes,data engineering,system developer,higherstudies,Testing and Maintainance Services,yes,no,Mystery,Management,hard worker,no,CRM Technical Developer
69.42857143,11,3,4,no,yes,yes,information security,system designing,no,IOT,Business process analyst,higherstudies,Web Services,no,no,Self help,Management,smart worker,yes,Web Developer
77.71428571,10,2,3,yes,no,yes,python,testing,yes,networks,cloud computing,higherstudies,Finance,yes,yes,Science,Technical,smart worker,no,Project Manager
83.14285714,5,6,8,yes,yes,no,shell programming,game development,no,cloud computing,developer,higherstudies,BPA,yes,no,Health,Management,smart worker,no,Project Manager
78.71428571,10,5,4,yes,yes,yes,information security,database security,yes,data engineering,security,higherstudies,SAaS services,yes,yes,Horror,Technical,smart worker,no,Systems Security Administrator
80.42857143,11,0,6,yes,no,no,full stack,testing,no,data engineering,security,job,Product based,no,no,Mystery,Management,hard worker,no,Database Manager
69.57142857,9,2,5,yes,no,yes,distro making,web technologies,yes,IOT,testing,higherstudies,Finance,yes,no,Comics,Technical,hard worker,yes,Business Intelligence Analyst
83,4,3,7,yes,yes,no,shell programming,hacking,yes,parallel computing,Business process analyst,job,Testing and Maintainance Services,yes,no,Self help,Management,smart worker,no,Technical Support
82,4,6,6,yes,no,no,hadoop,cloud computing,yes,parallel computing,security,higherstudies,SAaS services,no,no,Anthology,Management,hard worker,yes,Applications Developer
74.85714286,9,5,2,no,yes,no,python,cloud computing,yes,hacking,developer,higherstudies,Testing and Maintainance Services,yes,no,Diaries,Technical,smart worker,yes,Network Security Administrator
77,12,6,5,yes,no,yes,distro making,game development,no,IOT,cloud computing,higherstudies,Testing and Maintainance Services,no,yes,Guide,Technical,hard worker,no,Database Developer
76.57142857,5,2,1,no,yes,yes,r programming,data science,yes,networks,Business process analyst,job,Web Services,no,no,Comics,Management,hard worker,yes,Business Systems Analyst
73.28571429,6,3,5,no,no,yes,python,cloud computing,yes,networks,developer,job,Web Services,no,yes,Dictionaries,Management,hard worker,yes,Network Security Administrator
76,5,6,5,yes,yes,yes,information security,system designing,no,Computer Architecture,system developer,higherstudies,Web Services,yes,no,Horror,Technical,smart worker,yes,CRM Business Analyst
78.28571429,11,0,1,yes,no,yes,app development,web technologies,yes,hacking,cloud computing,higherstudies,Service Based,no,no,Math,Technical,smart worker,no,Information Technology Auditor
78.71428571,6,1,2,no,yes,yes,app development,system designing,yes,cloud computing,system developer,job,product development,yes,no,Guide,Management,hard worker,no,Project Manager
73.57142857,4,3,3,yes,no,yes,app development,testing,yes,Software Engineering,testing,higherstudies,Web Services,yes,yes,Fantasy,Management,smart worker,yes,Database Administrator
76.28571429,5,4,9,no,no,no,full stack,database security,yes,networks,system developer,job,SAaS services,no,no,Guide,Management,hard worker,yes,UX Designer
81.28571429,8,0,3,yes,no,no,information security,testing,no,parallel computing,Business process analyst,job,Cloud Services,no,no,Horror,Technical,hard worker,no,E-Commerce Analyst
70.42857143,11,3,6,yes,yes,yes,distro making,game development,yes,IOT,security,higherstudies,BPA,yes,no,Math,Management,hard worker,no,Network Security Administrator
70.57142857,4,5,9,yes,no,yes,python,game development,no,cloud computing,security,higherstudies,Testing and Maintainance Services,yes,yes,Horror,Technical,hard worker,no,Database Manager
75.28571429,4,2,9,yes,yes,yes,shell programming,testing,yes,data engineering,security,higherstudies,Service Based,yes,yes,Biographies,Management,smart worker,no,Systems Security Administrator
73.85714286,10,2,5,no,yes,yes,hadoop,web technologies,yes,Management,security,job,Sales and Marketing,yes,yes,Self help,Management,smart worker,yes,Web Developer
77.28571429,6,4,7,yes,no,no,information security,web technologies,yes,cloud computing,cloud computing,job,Cloud Services,no,no,Autobiographies,Management,hard worker,no,Database Manager
79,9,1,2,no,yes,no,full stack,hacking,yes,data engineering,Business process analyst,job,Cloud Services,no,yes,History,Technical,smart worker,no,Mobile Applications Developer
81,8,1,7,yes,no,no,shell programming,game development,no,Software Engineering,testing,higherstudies,Product based,no,yes,Satire,Management,smart worker,yes,Programmer Analyst
77.57142857,6,3,4,no,no,no,app development,cloud computing,no,IOT,system developer,higherstudies,Cloud Services,yes,no,Poetry,Management,smart worker,no,Database Administrator
75,8,1,7,yes,no,no,information security,game development,yes,parallel computing,security,job,Service Based,no,yes,Fantasy,Management,smart worker,no,Software Developer
72.42857143,6,3,6,no,yes,no,r programming,testing,yes,parallel computing,system developer,higherstudies,Sales and Marketing,no,no,Art,Management,hard worker,no,Design & UX
70.14285714,9,1,4,no,no,no,shell programming,data science,no,data engineering,testing,higherstudies,Product based,yes,yes,Horror,Technical,smart worker,yes,Network Security Engineer
82.57142857,5,4,9,yes,yes,yes,full stack,hacking,no,programming,developer,higherstudies,Finance,yes,no,Math,Management,hard worker,yes,Design & UX
73.42857143,10,6,8,no,no,yes,python,web technologies,no,programming,Business process analyst,job,Finance,no,yes,Religion-Spirituality,Technical,hard worker,no,CRM Business Analyst
78.14285714,7,4,5,no,no,yes,r programming,system designing,yes,Computer Architecture,cloud computing,higherstudies,Sales and Marketing,no,no,Self help,Technical,hard worker,yes,Systems Security Administrator
75.42857143,9,0,9,yes,no,yes,distro making,game development,yes,networks,security,higherstudies,Web Services,yes,no,Encyclopedias,Technical,smart worker,yes,Database Manager
75.85714286,8,0,8,no,yes,yes,information security,game development,no,hacking,cloud computing,higherstudies,Finance,yes,yes,Childrens,Management,smart worker,yes,Network Security Administrator
74.85714286,11,1,8,no,yes,no,r programming,web technologies,yes,cloud computing,Business process analyst,job,Testing and Maintainance Services,yes,no,Series,Technical,smart worker,no,Mobile Applications Developer
70.14285714,12,3,2,no,yes,no,distro making,data science,yes,Software Engineering,system developer,job,SAaS services,no,yes,Autobiographies,Technical,hard worker,no,Data Architect
72.85714286,10,0,7,no,no,yes,distro making,hacking,yes,Software Engineering,system developer,higherstudies,Finance,yes,yes,Drama,Management,smart worker,no,Mobile Applications Developer
81.14285714,6,3,6,no,yes,yes,r programming,hacking,yes,Management,developer,higherstudies,Finance,no,no,Mystery,Management,smart worker,no,Network Engineer
74.71428571,5,3,2,yes,yes,yes,full stack,game development,no,Computer Architecture,Business process analyst,higherstudies,SAaS services,no,yes,Prayer books,Management,smart worker,no,Network Security Engineer
75.28571429,11,3,5,no,no,yes,distro making,web technologies,no,Software Engineering,security,higherstudies,Sales and Marketing,yes,no,Horror,Management,hard worker,no,Database Manager
78,12,3,6,no,no,yes,full stack,system designing,no,cloud computing,cloud computing,higherstudies,Service Based,yes,no,Health,Technical,hard worker,yes,Quality Assurance Associate
82.14285714,5,0,4,no,yes,yes,distro making,cloud computing,no,data engineering,Business process analyst,higherstudies,Testing and Maintainance Services,yes,yes,Anthology,Technical,smart worker,yes,Business Intelligence Analyst
79,9,2,5,no,no,no,hadoop,data science,yes,parallel computing,Business process analyst,job,SAaS services,no,yes,Biographies,Technical,smart worker,yes,Database Administrator
72.57142857,4,3,7,yes,yes,yes,hadoop,hacking,yes,Software Engineering,cloud computing,higherstudies,SAaS services,yes,no,Horror,Management,hard worker,no,Business Intelligence Analyst
74,4,0,1,yes,yes,yes,distro making,system designing,no,parallel computing,cloud computing,job,Testing and Maintainance Services,yes,yes,Science,Management,smart worker,yes,Technical Engineer
74.71428571,10,2,4,yes,yes,no,machine learning,web technologies,yes,IOT,security,job,product development,no,yes,Diaries,Management,hard worker,no,CRM Technical Developer
68.28571429,6,4,6,no,yes,yes,hadoop,data science,yes,parallel computing,system developer,higherstudies,Cloud Services,yes,yes,Fantasy,Management,smart worker,yes,Network Engineer
72.71428571,5,2,7,no,no,yes,hadoop,testing,yes,IOT,developer,higherstudies,Finance,yes,no,Biographies,Management,hard worker,yes,Web Developer
77.28571429,9,2,8,no,yes,yes,r programming,game development,no,Computer Architecture,testing,job,BPA,no,no,History,Technical,smart worker,no,Database Manager
68.28571429,5,2,2,yes,no,no,r programming,game development,no,hacking,cloud computing,job,Web Services,no,no,Childrens,Management,hard worker,no,Technical Services/Help Desk/Tech Support
78.28571429,11,5,9,yes,no,yes,shell programming,game development,no,Management,developer,higherstudies,Product based,no,no,Self help,Management,smart worker,no,Business Intelligence Analyst
74.85714286,10,4,1,yes,yes,yes,app development,system designing,no,IOT,cloud computing,higherstudies,Product based,no,yes,Guide,Technical,hard worker,no,CRM Business Analyst
84.14285714,11,6,6,yes,no,yes,machine learning,testing,yes,networks,developer,job,Sales and Marketing,yes,yes,Satire,Technical,hard worker,no,Technical Support
